step,sim_time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,action_0,action_1,action_2,action_3,action_4,action_5,root_pos_w_0,root_pos_w_1,root_pos_w_2,root_quat_w_0,root_quat_w_1,root_quat_w_2,root_quat_w_3,root_lin_vel_b_0,root_lin_vel_b_1,root_lin_vel_b_2,root_ang_vel_b_0,root_ang_vel_b_1,root_ang_vel_b_2,joint_pos_servo2,joint_pos_servo1,joint_pos_servo4,joint_pos_servo3,joint_pos_wheel1,joint_pos_wheel2,joint_vel_servo2,joint_vel_servo1,joint_vel_servo4,joint_vel_servo3,joint_vel_wheel1,joint_vel_wheel2,applied_torque_0,applied_torque_1,applied_torque_2,applied_torque_3,applied_torque_4,applied_torque_5
635,12.72,-6.414166273316368e-05,0.00037374309613369405,3.3108879051724216e-06,-0.0013918123440816998,3.412330988794565e-05,0.0005058844108134508,0.016077684238553047,-3.841509169433266e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,3.842007117782487e-06,0.13847625255584717,0.1334019899368286,0.062241435050964355,0.06110703945159912,-0.9994984269142151,-0.6096255779266357,0.0005539298290386796,-0.0006484657642431557,-0.001352566061541438,0.0012214380549266934,-0.0007063691737130284,-0.0010792168322950602,0.08734279870986938,0.09938724339008331,0.08280961960554123,0.09680967032909393,0.00048636458814144135,2.1867454051971436e-05,0.08733785897493362,0.09937885403633118,0.0828077644109726,0.09680917859077454,0.0004940982908010483,3.67090106010437e-05,-0.029469024389982224,0.0011862594401463866,0.27075520157814026,3.20541366818361e-05,0.008039319887757301,-0.0038338862359523773,0.9999603033065796,-6.521446630358696e-05,0.0004432475834619254,-1.1449793419160414e-05,-0.001673364546149969,-2.0671910533565097e-05,0.00043283941340632737,1.038476586341858,-1.8377610445022583,1.033397912979126,-1.838890790939331,-0.9995161890983582,-0.6096423864364624,0.0009425556054338813,-0.0018020070856437087,-0.0011346458923071623,0.0018732897005975246,-0.0005622445605695248,-0.0011415089247748256,0.010752103291451931,-0.006820548791438341,0.6237742304801941,0.5953371524810791,0.008990274742245674,0.0028835844714194536
636,12.74,-6.521446630358696e-05,0.0004432475834619254,-1.1449793419160414e-05,-0.001673364546149969,-2.0671910533565097e-05,0.00043283941340632737,0.016078246757388115,-2.462053089402616e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075520157814026,2.4623730041639647e-06,0.13847661018371582,0.1333979368209839,0.06223893165588379,0.061109185218811035,-0.9995161890983582,-0.6096423864364624,0.0009425556054338813,-0.0011346458923071623,-0.0018020070856437087,0.0018732897005975246,-0.0005622445605695248,-0.0011415089247748256,0.08733785897493362,0.09937885403633118,0.0828077644109726,0.09680917859077454,0.0004940982908010483,3.67090106010437e-05,0.08734206855297089,0.09938681125640869,0.08280859887599945,0.09680920839309692,0.000486498698592186,2.1480023860931396e-05,-0.029470345005393028,0.0011855245102196932,0.27075517177581787,3.32499184878543e-05,0.008039436303079128,-0.0038337872829288244,0.9999602437019348,-6.274092447711155e-05,0.0004339572333265096,9.869715995591832e-07,-0.001622572191990912,4.404016362968832e-05,0.0004680371785070747,1.0384738445281982,-1.8377584218978882,1.033398985862732,-1.8388943672180176,-0.9995350241661072,-0.609657347202301,0.0007190581527538598,-0.0015840260311961174,-0.0008012894541025162,0.0014207435306161642,-0.0006717629730701447,-0.0011155876563861966,0.011384448036551476,-0.007503309287130833,0.622740626335144,0.5961654186248779,0.009147715754806995,0.0025782035663723946
637,12.76,-6.274092447711155e-05,0.0004339572333265096,9.869715995591832e-07,-0.001622572191990912,4.404016362968832e-05,0.0004680371785070747,0.016078488901257515,-4.854220605921e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,4.854845428781118e-06,0.13847386837005615,0.13339900970458984,0.062241554260253906,0.06110560894012451,-0.9995350241661072,-0.609657347202301,0.0007190581527538598,-0.0008012894541025162,-0.0015840260311961174,0.0014207435306161642,-0.0006717629730701447,-0.0011155876563861966,0.08734206855297089,0.09938681125640869,0.08280859887599945,0.09680920839309692,0.000486498698592186,2.1480023860931396e-05,0.08733964711427689,0.0993841215968132,0.08280780166387558,0.09680885076522827,0.0004961993545293808,2.788752317428589e-05,-0.02947164699435234,0.0011859823716804385,0.27075517177581787,3.23499261867255e-05,0.00803962629288435,-0.0038335940334945917,0.9999602437019348,-6.311126344371587e-05,0.0005139998393133283,4.393851895656553e-07,-0.001930642407387495,3.9014441426843405e-05,0.00040968868415802717,1.0384737253189087,-1.837760329246521,1.0333967208862305,-1.838892936706543,-0.9995526075363159,-0.6096746921539307,0.0009274058975279331,-0.0018785747233778238,-0.001036723842844367,0.0017226897180080414,-0.0005569407367147505,-0.0011314385337755084,0.010695122182369232,-0.0067376201041042805,0.6238241195678711,0.5949680805206299,0.008982306346297264,0.0029208799824118614
638,12.780000000000001,-6.311126344371587e-05,0.0005139998393133283,4.393851895656553e-07,-0.001930642407387495,3.9014441426843405e-05,0.00040968868415802717,0.01607886143028736,-3.055953129660338e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,3.05635171571339e-06,0.1384737491607666,0.13339674472808838,0.062239646911621094,0.06110703945159912,-0.9995526075363159,-0.6096746921539307,0.0009274058975279331,-0.001036723842844367,-0.0018785747233778238,0.0017226897180080414,-0.0005569407367147505,-0.0011314385337755084,0.08733964711427689,0.0993841215968132,0.08280780166387558,0.09680885076522827,0.0004961993545293808,2.788752317428589e-05,0.08734162151813507,0.09938928484916687,0.0828089565038681,0.0968078076839447,0.0005024876445531845,2.2016465663909912e-05,-0.02947291173040867,0.0011856792261824012,0.27075517177581787,3.292403198429383e-05,0.008039754815399647,-0.0038337537553161383,0.9999602437019348,-6.293281330727041e-05,0.0003782506682910025,2.998627905981266e-06,-0.001409454271197319,1.3840734936820809e-05,0.0004974036710336804,1.0384719371795654,-1.8377591371536255,1.0333964824676514,-1.8388946056365967,-0.9995696544647217,-0.6096910238265991,0.0005689415847882628,-0.0013761178124696016,-0.0006345175206661224,0.0012371620396152139,-0.0005808053538203239,-0.001082932110875845,0.01084521971642971,-0.006882855668663979,0.6235170960426331,0.5952609181404114,0.009062713012099266,0.0028233109042048454
639,12.8,-6.293281330727041e-05,0.0003782506682910025,2.998627905981266e-06,-0.001409454271197319,1.3840734936820809e-05,0.0004974036710336804,0.016079124063253403,-4.20056312577799e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,4.201107458357001e-06,0.13847196102142334,0.13339650630950928,0.0622408390045166,0.06110537052154541,-0.9995696544647217,-0.6096910238265991,0.0005689415847882628,-0.0006345175206661224,-0.0013761178124696016,0.0012371620396152139,-0.0005808053538203239,-0.001082932110875845,0.08734162151813507,0.09938928484916687,0.0828089565038681,0.0968078076839447,0.0005024876445531845,2.2016465663909912e-05,0.08733528107404709,0.09937754273414612,0.08280650526285172,0.096808061003685,0.0004984494298696518,3.498047590255737e-05,-0.02947421371936798,0.001186298206448555,0.2707551419734955,3.193856537109241e-05,0.00803994107991457,-0.003833834081888199,0.9999603033065796,-6.350644252961501e-05,0.0004642098501790315,-1.1267749869148247e-05,-0.001748913200572133,-2.4800781829981133e-05,0.0004899234627373517,1.038472294807434,-1.8377621173858643,1.033393144607544,-1.8388924598693848,-0.999585747718811,-0.609707772731781,0.0009564076317474246,-0.0018769607413560152,-0.0011327214306220412,0.0019514227751642466,-0.0004917489131912589,-0.0011867247521877289,0.011111247353255749,-0.007193365134298801,0.623185932636261,0.5959296226501465,0.00905627105385065,0.0027706713881343603
640,12.82,-6.350644252961501e-05,0.0004642098501790315,-1.1267749869148247e-05,-0.001748913200572133,-2.4800781829981133e-05,0.0004899234627373517,0.016079487279057503,-2.226988726761192e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.2707551419734955,2.2272802198131103e-06,0.138472318649292,0.13339316844940186,0.06223785877227783,0.061107516288757324,-0.999585747718811,-0.609707772731781,0.0009564076317474246,-0.0011327214306220412,-0.0018769607413560152,0.0019514227751642466,-0.0004917489131912589,-0.0011867247521877289,0.08733528107404709,0.09937754273414612,0.08280650526285172,0.096808061003685,0.0004984494298696518,3.498047590255737e-05,0.08734120428562164,0.09938875585794449,0.08280748873949051,0.09680894017219543,0.00048514269292354584,1.3910233974456787e-05,-0.029475471004843712,0.0011859044898301363,0.2707551121711731,3.261727761127986e-05,0.008040033280849457,-0.0038338417652994394,0.9999602437019348,-6.069292066968046e-05,0.0004852251731790602,8.953557880886365e-06,-0.0018208029214292765,1.0704342457756866e-05,0.0004217286186758429,1.03847074508667,-1.8377608060836792,1.0333927869796753,-1.8388936519622803,-0.9996037483215332,-0.6097244024276733,0.0008619124419055879,-0.0016970995347946882,-0.0009400679264217615,0.0017021012026816607,-0.0006434684619307518,-0.0012550101382657886,0.010869027115404606,-0.00698129553347826,0.6234766840934753,0.5955458879470825,0.009044340811669827,0.0026613876689225435
641,12.84,-6.069292066968046e-05,0.0004852251731790602,8.953557880886365e-06,-0.0018208029214292765,1.0704342457756866e-05,0.0004217286186758429,0.016079677268862724,-3.5835328162647784e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.2707551121711731,3.5839930205838755e-06,0.13847076892852783,0.1333928108215332,0.06223917007446289,0.061106324195861816,-0.9996037483215332,-0.6097244024276733,0.0008619124419055879,-0.0009400679264217615,-0.0016970995347946882,0.0017021012026816607,-0.0006434684619307518,-0.0012550101382657886,0.08734120428562164,0.09938875585794449,0.08280748873949051,0.09680894017219543,0.00048514269292354584,1.3910233974456787e-05,0.08734163641929626,0.09938734024763107,0.08280963450670242,0.09680783748626709,0.0004854407161474228,6.6086649894714355e-06,-0.029476677998900414,0.001185951172374189,0.27075523138046265,3.257812568335794e-05,0.008040091022849083,-0.0038337779697030783,0.9999602437019348,-5.970637357677333e-05,0.0004240277339704335,7.881044439272955e-06,-0.0015917753335088491,1.826544394134544e-05,0.00037234125193208456,1.0384701490402222,-1.837760090827942,1.0333921909332275,-1.838892936706543,-0.9996224641799927,-0.6097440123558044,0.0007511930307373405,-0.001485742162913084,-0.0008042168337851763,0.0014671448152512312,-0.0006925070774741471,-0.0012660934589803219,0.010409234091639519,-0.0065023647621273994,0.6241770386695862,0.5947943329811096,0.008923160843551159,0.0028798310086131096
642,12.86,-5.970637357677333e-05,0.0004240277339704335,7.881044439272955e-06,-0.0015917753335088491,1.826544394134544e-05,0.00037234125193208456,0.016079792752861977,-3.505811037030071e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,3.5062641927652294e-06,0.13847017288208008,0.13339221477508545,0.062239885330200195,0.06110703945159912,-0.9996224641799927,-0.6097440123558044,0.0007511930307373405,-0.0008042168337851763,-0.001485742162913084,0.0014671448152512312,-0.0006925070774741471,-0.0012660934589803219,0.08734163641929626,0.09938734024763107,0.08280963450670242,0.09680783748626709,0.0004854407161474228,6.6086649894714355e-06,0.08733893930912018,0.09938185662031174,0.08280958235263824,0.09680865705013275,0.0004838760942220688,1.2718141078948975e-05,-0.02947787195444107,0.0011859815567731857,0.27075523138046265,3.256082345615141e-05,0.008040282875299454,-0.003833763301372528,0.9999603033065796,-5.963311195955612e-05,0.0004872613644693047,4.900914518657373e-06,-0.001831395784392953,4.014813021058217e-05,0.0003699723456520587,1.0384690761566162,-1.837760090827942,1.033392071723938,-1.8388926982879639,-0.9996416568756104,-0.6097631454467773,0.0008921045809984207,-0.001733739161863923,-0.0009648833656683564,0.0016621658578515053,-0.0006692055030725896,-0.0012589398538693786,0.010593654587864876,-0.006682179868221283,0.6238783001899719,0.5951909422874451,0.008992906659841537,0.002822614274919033
643,12.88,-5.963311195955612e-05,0.0004872613644693047,4.900914518657373e-06,-0.001831395784392953,4.014813021058217e-05,0.0003699723456520587,0.016080176457762718,-3.469984221737832e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,3.4704307836364023e-06,0.13846909999847412,0.1333920955657959,0.062239885330200195,0.06110727787017822,-0.9996416568756104,-0.6097631454467773,0.0008921045809984207,-0.0009648833656683564,-0.001733739161863923,0.0016621658578515053,-0.0006692055030725896,-0.0012589398538693786,0.08733893930912018,0.09938185662031174,0.08280958235263824,0.09680865705013275,0.0004838760942220688,1.2718141078948975e-05,0.08734144270420074,0.09938767552375793,0.08280965685844421,0.0968083068728447,0.00048827193677425385,1.039355993270874e-05,-0.02947906218469143,0.0011859415099024773,0.27075523138046265,3.2672109227860346e-05,0.008040495216846466,-0.0038337046280503273,0.9999602437019348,-5.960952694294974e-05,0.000509846315253526,5.175325441086898e-06,-0.0019128838321194053,2.1286145056365058e-05,0.00044120868551544845,1.0384684801101685,-1.8377604484558105,1.0333917140960693,-1.8388928174972534,-0.9996602535247803,-0.6097824573516846,0.0009186950046569109,-0.0018181521445512772,-0.0009654968162067235,0.0017619915306568146,-0.0006102828192524612,-0.0013029322726652026,0.01085684821009636,-0.006995316594839096,0.6235872507095337,0.5956294536590576,0.009065224789083004,0.002684534527361393
644,12.9,-5.960952694294974e-05,0.000509846315253526,5.175325441086898e-06,-0.0019128838321194053,2.1286145056365058e-05,0.00044120868551544845,0.016080601140856743,-3.691849997267127e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,3.692327027238207e-06,0.13846850395202637,0.13339173793792725,0.06223952770233154,0.06110715866088867,-0.9996602535247803,-0.6097824573516846,0.0009186950046569109,-0.0009654968162067235,-0.0018181521445512772,0.0017619915306568146,-0.0006102828192524612,-0.0013029322726652026,0.08734144270420074,0.09938767552375793,0.08280965685844421,0.0968083068728447,0.00048827193677425385,1.039355993270874e-05,0.08734217286109924,0.09938949346542358,0.08281023800373077,0.0968078225851059,0.00048707984387874603,4.135072231292725e-06,-0.029480233788490295,0.0011857732897624373,0.2707552909851074,3.296994691481814e-05,0.008040498942136765,-0.0038338475860655308,0.9999603033065796,-5.9093024901812896e-05,0.0004020505293738097,2.8416266104613896e-06,-0.0015027874615043402,2.3596216124133207e-05,0.00045665728976018727,1.0384681224822998,-1.8377591371536255,1.0333921909332275,-1.8388935327529907,-0.9996789693832397,-0.6098020076751709,0.0006809383630752563,-0.0014535840600728989,-0.0006848470657132566,0.001340934308245778,-0.0006939888116903603,-0.0012292558094486594,0.010852256789803505,-0.006909194868057966,0.6235236525535583,0.5951459407806396,0.00900181196630001,0.002852001925930381
645,12.92,-5.9093024901812896e-05,0.0004020505293738097,2.8416266104613896e-06,-0.0015027874615043402,2.3596216124133207e-05,0.00045665728976018727,0.016080612316727638,-4.285182512830943e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.2707552909851074,4.285738214093726e-06,0.13846814632415771,0.13339221477508545,0.0622408390045166,0.06110644340515137,-0.9996789693832397,-0.6098020076751709,0.0006809383630752563,-0.0006848470657132566,-0.0014535840600728989,0.001340934308245778,-0.0006939888116903603,-0.0012292558094486594,0.08734217286109924,0.09938949346542358,0.08281023800373077,0.0968078225851059,0.00048707984387874603,4.135072231292725e-06,0.08733758330345154,0.09938086569309235,0.08280869573354721,0.09680891036987305,0.0004836227744817734,1.5698373317718506e-05,-0.029481438919901848,0.0011858385987579823,0.27075523138046265,3.285082493675873e-05,0.008040725253522396,-0.003833566792309284,0.9999602437019348,-5.924706783844158e-05,0.0003945522184949368,-5.459726821754884e-07,-0.0014794087037444115,5.8481873566051945e-05,0.0003771008341573179,1.0384676456451416,-1.8377599716186523,1.0333913564682007,-1.8388935327529907,-0.9996980428695679,-0.6098209023475647,0.0006954136770218611,-0.001451827585697174,-0.000748045276850462,0.0012712273746728897,-0.0007447648094967008,-0.0011199871078133583,0.010654639452695847,-0.006693623960018158,0.6238787770271301,0.5948777198791504,0.008879345841705799,0.0030234421137720346
646,12.94,-5.924706783844158e-05,0.0003945522184949368,-5.459726821754884e-07,-0.0014794087037444115,5.8481873566051945e-05,0.0003771008341573179,0.016081063076853752,-4.049725248478353e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,4.050248662679223e-06,0.1384676694869995,0.1333913803100586,0.062240004539489746,0.06110644340515137,-0.9996980428695679,-0.6098209023475647,0.0006954136770218611,-0.000748045276850462,-0.001451827585697174,0.0012712273746728897,-0.0007447648094967008,-0.0011199871078133583,0.08733758330345154,0.09938086569309235,0.08280869573354721,0.09680891036987305,0.0004836227744817734,1.5698373317718506e-05,0.08733658492565155,0.09938111156225204,0.08280648291110992,0.09680967032909393,0.0004894193261861801,2.6844441890716553e-05,-0.029482683166861534,0.0011863800464197993,0.27075523138046265,3.180641942890361e-05,0.008041072636842728,-0.003833813825622201,0.9999603033065796,-6.079125159885734e-05,0.0005129962810315192,-1.1868956789840013e-05,-0.0019338608253747225,-2.338158265047241e-05,0.0004921218496747315,1.0384678840637207,-1.837761640548706,1.0333892107009888,-1.8388921022415161,-0.9997166991233826,-0.609838604927063,0.0010982421226799488,-0.0020495131611824036,-0.001221091952174902,0.0021294904872775078,-0.000542438356205821,-0.001274332171306014,0.011501315981149673,-0.0076350439339876175,0.6227163672447205,0.596552848815918,0.009190789423882961,0.0025731062050908804
647,12.96,-6.079125159885734e-05,0.0005129962810315192,-1.1868956789840013e-05,-0.0019338608253747225,-2.338158265047241e-05,0.0004921218496747315,0.01608175039291382,-1.9543658709153533e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,1.9546182556950953e-06,0.1384679079055786,0.13338923454284668,0.062238335609436035,0.06110787391662598,-0.9997166991233826,-0.609838604927063,0.0010982421226799488,-0.001221091952174902,-0.0020495131611824036,0.0021294904872775078,-0.000542438356205821,-0.001274332171306014,0.08733658492565155,0.09938111156225204,0.08280648291110992,0.09680967032909393,0.0004894193261861801,2.6844441890716553e-05,0.08734370768070221,0.09939377009868622,0.08280877768993378,0.09680888056755066,0.0004765596240758896,-1.2293457984924316e-06,-0.029483934864401817,0.0011858762009069324,0.27075520157814026,3.2790085242595524e-05,0.008041029796004295,-0.003833729773759842,0.9999602437019348,-5.746959868702106e-05,0.000347662455169484,2.081167622236535e-06,-0.0012950594536960125,4.1817573219304904e-05,0.000474000524263829,1.0384665727615356,-1.8377605676651,1.0333901643753052,-1.838894248008728,-0.9997361302375793,-0.6098562479019165,0.000557833700440824,-0.0012603002833202481,-0.0005427969736047089,0.00112871581222862,-0.0008180280565284193,-0.0012217808980494738,0.010183040052652359,-0.006298590451478958,0.6244800686836243,0.5944511890411377,0.008898502215743065,0.0028117219917476177
648,12.98,-5.746959868702106e-05,0.000347662455169484,2.081167622236535e-06,-0.0012950594536960125,4.1817573219304904e-05,0.000474000524263829,0.01608167216181755,-3.923298208974302e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075520157814026,3.923803433281137e-06,0.13846659660339355,0.13339018821716309,0.06223940849304199,0.06110572814941406,-0.9997361302375793,-0.6098562479019165,0.000557833700440824,-0.0005427969736047089,-0.0012603002833202481,0.00112871581222862,-0.0008180280565284193,-0.0012217808980494738,0.08734370768070221,0.09939377009868622,0.08280877768993378,0.09680888056755066,0.0004765596240758896,-1.2293457984924316e-06,0.08733485639095306,0.09937860071659088,0.08280682563781738,0.09681139886379242,0.0004768725484609604,1.802295446395874e-05,-0.029485106468200684,0.0011863798135891557,0.27075517177581787,3.2114770874613896e-05,0.008041459135711193,-0.003833802416920662,0.9999602437019348,-5.901649274164811e-05,0.00044871974387206137,-1.0972791642416269e-05,-0.0016931106802076101,4.0414124669041485e-07,0.00044309787335805595,1.038467526435852,-1.837762475013733,1.0333877801895142,-1.8388924598693848,-0.9997560381889343,-0.6098763942718506,0.0009752204059623182,-0.001804817351512611,-0.0011014363262802362,0.0019025271758437157,-0.0006873664096929133,-0.0012994479620829225,0.010779080912470818,-0.006854516454041004,0.6236585974693298,0.595452606678009,0.008983300998806953,0.002877557184547186
649,13.0,-5.901649274164811e-05,0.00044871974387206137,-1.0972791642416269e-05,-0.0016931106802076101,4.0414124669041485e-07,0.00044309787335805595,0.0160825252532959,-2.5682602426968515e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,2.5685926630103495e-06,0.13846755027770996,0.13338780403137207,0.06223750114440918,0.061107516288757324,-0.9997560381889343,-0.6098763942718506,0.0009752204059623182,-0.0011014363262802362,-0.001804817351512611,0.0019025271758437157,-0.0006873664096929133,-0.0012994479620829225,0.08733485639095306,0.09937860071659088,0.08280682563781738,0.09681139886379242,0.0004768725484609604,1.802295446395874e-05,0.08734150975942612,0.09939054399728775,0.0828077495098114,0.0968114584684372,0.00046894513070583344,2.0116567611694336e-07,-0.029486313462257385,0.001185679342597723,0.27075517177581787,3.314173227408901e-05,0.00804175902158022,-0.003833830589428544,0.9999602437019348,-5.689207318937406e-05,0.00043540846672840416,1.9790397800534265e-06,-0.0016329383943229914,5.069263352197595e-05,0.000404228747356683,1.038466453552246,-1.8377598524093628,1.0333884954452515,-1.8388952016830444,-0.9997774362564087,-0.6098945736885071,0.0008010491146706045,-0.0015707709826529026,-0.0008040799293667078,0.00146190426312387,-0.0008128506015054882,-0.001283713965676725,0.011311478912830353,-0.007432021200656891,0.6228179335594177,0.5960850119590759,0.009152687154710293,0.0025624032132327557
650,13.02,-5.689207318937406e-05,0.00043540846672840416,1.9790397800534265e-06,-0.0016329383943229914,5.069263352197595e-05,0.000404228747356683,0.016083132475614548,-4.619345418177545e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,4.619941591954557e-06,0.138466477394104,0.13338851928710938,0.0622401237487793,0.061104774475097656,-0.9997774362564087,-0.6098945736885071,0.0008010491146706045,-0.0008040799293667078,-0.0015707709826529026,0.00146190426312387,-0.0008128506015054882,-0.001283713965676725,0.08734150975942612,0.09939054399728775,0.0828077495098114,0.0968114584684372,0.00046894513070583344,2.0116567611694336e-07,0.08733939379453659,0.09938685595989227,0.08280809968709946,0.09681111574172974,0.0004765596240758896,3.896653652191162e-06,-0.02948746457695961,0.0011860901722684503,0.27075517177581787,3.249640576541424e-05,0.008042089641094208,-0.003833614755421877,0.9999602437019348,-5.718429747503251e-05,0.0005412634927779436,1.311883579546702e-06,-0.002036896999925375,5.208668517298065e-05,0.0003675856860354543,1.038466215133667,-1.8377610445022583,1.0333877801895142,-1.8388938903808594,-0.9997983574867249,-0.609915018081665,0.0010525905527174473,-0.001954448875039816,-0.0010786574566736817,0.0018447920447215438,-0.0007023782818578184,-0.0013326951302587986,0.010773253627121449,-0.006820533890277147,0.6237303614616394,0.5950528383255005,0.008983597159385681,0.0029010954312980175
651,13.040000000000001,-5.718429747503251e-05,0.0005412634927779436,1.311883579546702e-06,-0.002036896999925375,5.208668517298065e-05,0.0003675856860354543,0.016083789989352226,-3.329681931063533e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,3.3301116673101205e-06,0.1384662389755249,0.13338780403137207,0.06223893165588379,0.061106085777282715,-0.9997983574867249,-0.609915018081665,0.0010525905527174473,-0.0010786574566736817,-0.001954448875039816,0.0018447920447215438,-0.0007023782818578184,-0.0013326951302587986,0.08733939379453659,0.09938685595989227,0.08280809968709946,0.09681111574172974,0.0004765596240758896,3.896653652191162e-06,0.08734311908483505,0.09939462691545486,0.0828101709485054,0.09681008756160736,0.0004822518676519394,-5.610287189483643e-06,-0.029488665983080864,0.0011861599050462246,0.27075517177581787,3.2362950150854886e-05,0.0080421082675457,-0.0038336333818733692,0.9999602437019348,-5.6726235925452784e-05,0.000513343489728868,3.5272487366455607e-06,-0.0019350199727341533,2.2539910787600093e-05,0.00030762224923819304,1.038466453552246,-1.8377609252929688,1.0333876609802246,-1.838893175125122,-0.9998184442520142,-0.6099356412887573,0.0010339152067899704,-0.0018355782376602292,-0.001010421896353364,0.0017669366206973791,-0.0006862367736175656,-0.0013733720406889915,0.010562276467680931,-0.006619574967771769,0.6240695714950562,0.5946954488754272,0.008994138799607754,0.002852312522009015
652,13.06,-5.6726235925452784e-05,0.000513343489728868,3.5272487366455607e-06,-0.0019350199727341533,2.2539910787600093e-05,0.00030762224923819304,0.01608382537961006,-3.062334144487977e-06,-0.9998703598976135,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075517177581787,3.062732730541029e-06,0.138466477394104,0.13338768482208252,0.06223905086517334,0.06110680103302002,-0.9998184442520142,-0.6099356412887573,0.0010339152067899704,-0.001010421896353364,-0.0018355782376602292,0.0017669366206973791,-0.0006862367736175656,-0.0013733720406889915,0.08734311908483505,0.09939462691545486,0.0828101709485054,0.09681008756160736,0.0004822518676519394,-5.610287189483643e-06,0.08734197169542313,0.09939037263393402,0.08281189203262329,0.09680958092212677,0.0004779752343893051,-8.143484592437744e-06,-0.02948984131217003,0.0011863934341818094,0.27075523138046265,3.2040818041423336e-05,0.008042199537158012,-0.0038337018340826035,0.9999603033065796,-5.6389279052382335e-05,0.0005038572708144784,-9.456840416532941e-06,-0.0018976995488628745,-3.123161877738312e-05,0.0005161297740414739,1.0384669303894043,-1.8377612829208374,1.0333871841430664,-1.8388919830322266,-0.9998379349708557,-0.6099576950073242,0.001096519990824163,-0.001989221666008234,-0.001111502293497324,0.002135729417204857,-0.0006331187323667109,-0.001544638886116445,0.011330405250191689,-0.007488780654966831,0.6229099035263062,0.5963097810745239,0.009198008105158806,0.0024954774416983128
653,13.08,-5.6389279052382335e-05,0.0005038572708144784,-9.456840416532941e-06,-0.0018976995488628745,-3.123161877738312e-05,0.0005161297740414739,0.016084006056189537,-2.4163018679246306e-06,-0.9998705983161926,0.0,0.0,0.0,0.27000001072883606,0.0,0.27075523138046265,2.4166172352124704e-06,0.1384669542312622,0.13338720798492432,0.06223869323730469,0.06110799312591553,-0.9998379349708557,-0.6099576950073242,0.001096519990824163,-0.001111502293497324,-0.001989221666008234,0.002135729417204857,-0.0006331187323667109,-0.001544638886116445,0.08734197169542313,0.09939037263393402,0.08281189203262329,0.09680958092212677,0.0004779752343893051,-8.143484592437744e-06,0.08734473586082458,0.09939500689506531,0.08281268179416656,0.09681153297424316,0.00045838020741939545,-2.6114284992218018e-05,-0.029490943998098373,0.0011865212582051754,0.27075523138046265,3.191822179360315e-05,0.008042517118155956,-0.0038340077735483646,0.9999603033065796,-5.3268933697836474e-05,0.00060790847055614,-8.384498869418167e-06,-0.0022964724339544773,-1.1577571058296598e-05,0.00046178995398804545,1.0384676456451416,-1.837761402130127,1.0333870649337769,-1.8388909101486206,-0.9998593926429749,-0.6099808812141418,0.0013817588333040476,-0.002341620158404112,-0.001372664119116962,0.0025433136615902185,-0.0007109206053428352,-0.001773123862221837,0.011293920688331127,-0.007486132904887199,0.6228855848312378,0.5963504910469055,0.009228271432220936,0.002350939903408289
